Sequence.Name,SYMBOL,Sequence.Description,Enzyme.Code
AT3G54470,NA,encodes the bi-functional orotate phosphoribosyltransferase/orotidine-5'-phosphate decarboxylase catalyzing the fifth and sixth step in the de novo pyrimidine ribonucleotide biosynthesis,EC:2.4.2.10
AT3G54640,TRP3,"Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2).",EC:4.2.1.20
AT3G54640,TSA1,"Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2).",EC:4.2.1.20
AT3G54660,ATGR2,Encodes glutathione reductase that is most likely localized in the chloroplast.,EC:1.8.1.7
AT3G54660,EMB2360,Encodes glutathione reductase that is most likely localized in the chloroplast.,EC:1.8.1.7
AT3G54660,GR,Encodes glutathione reductase that is most likely localized in the chloroplast.,EC:1.8.1.7
AT3G54660,GR2,Encodes glutathione reductase that is most likely localized in the chloroplast.,EC:1.8.1.7
AT3G54660,MIAO,Encodes glutathione reductase that is most likely localized in the chloroplast.,EC:1.8.1.7
AT3G54920,PMR6,Powdery mildew resistant mutant encodes a pectate lyase-like protein,EC:4.2.2.2
AT3G55010,ATPURM,encoding phosphoribosylformylglycinamidine cyclo-ligase (syn. AIR synthetase)that phosphorylates 5-phosphoribosyl-N-formylglycinamidine (FGAM) to form 5-aminoimidazole ribonucleotide (AIR),EC:6.3.3.1
AT3G55010,EMB2818,encoding phosphoribosylformylglycinamidine cyclo-ligase (syn. AIR synthetase)that phosphorylates 5-phosphoribosyl-N-formylglycinamidine (FGAM) to form 5-aminoimidazole ribonucleotide (AIR),EC:6.3.3.1
AT3G55010,PUR5,encoding phosphoribosylformylglycinamidine cyclo-ligase (syn. AIR synthetase)that phosphorylates 5-phosphoribosyl-N-formylglycinamidine (FGAM) to form 5-aminoimidazole ribonucleotide (AIR),EC:6.3.3.1
AT3G55030,PGPS2,Encodes a phosphatidylglycerolphosphate synthase.,EC:2.7.8.5
AT3G55120,A11,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.,EC:5.5.1.6
AT3G55120,AtCHI,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.,EC:5.5.1.6
AT3G55120,CFI,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.,EC:5.5.1.6
AT3G55120,CHI,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.,EC:5.5.1.6
AT3G55120,TT5,Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.,EC:5.5.1.6
AT3G55140,NA,NA,EC:4.2.2.2
AT3G55260,ATHEX2,Encodes a protein with &#946;-hexosaminidase activity (the enzyme is active with p-nitrophenyl-&#946;-N-acetylglucosaminide as substrate but displayed only a minor activity toward p-nitrophenyl-&#946;-N-acetylgalactosaminide). The enzyme displays no distinct preference for a specific terminal GlcNAc residue and indeed cleaved the asialoagalactodabsylglycopeptide GnGn to a mixture of products.,EC:3.2.1.52
AT3G55260,HEXO1,Encodes a protein with &#946;-hexosaminidase activity (the enzyme is active with p-nitrophenyl-&#946;-N-acetylglucosaminide as substrate but displayed only a minor activity toward p-nitrophenyl-&#946;-N-acetylgalactosaminide). The enzyme displays no distinct preference for a specific terminal GlcNAc residue and indeed cleaved the asialoagalactodabsylglycopeptide GnGn to a mixture of products.,EC:3.2.1.52
AT3G55360,ATTSC13,"Enoyl-CoA reductase is involved in all very long chain fatty acids (VLCFA) elongation reactions that are required for cuticular wax, storage lipid and sphingolipid metabolism. The protein is located in the ER, but in contrast to its yeast homolog TSC13 is not particularly enriched in the nuclear envelope-vacuole junction. Mutants in this gene show abnormal organ morphology and stem glossiness. Cells in all tissues are only about 1/3 of the size of wild type cells. The morphological changes are most likely to result from the reduction in the VLCFA content of sphingolipids. Mutants also show abnormalities in the endocytic membrane organization and transport.",EC:1.3.1
AT3G55360,CER10,"Enoyl-CoA reductase is involved in all very long chain fatty acids (VLCFA) elongation reactions that are required for cuticular wax, storage lipid and sphingolipid metabolism. The protein is located in the ER, but in contrast to its yeast homolog TSC13 is not particularly enriched in the nuclear envelope-vacuole junction. Mutants in this gene show abnormal organ morphology and stem glossiness. Cells in all tissues are only about 1/3 of the size of wild type cells. The morphological changes are most likely to result from the reduction in the VLCFA content of sphingolipids. Mutants also show abnormalities in the endocytic membrane organization and transport.",EC:1.3.1
AT3G55360,ECR,"Enoyl-CoA reductase is involved in all very long chain fatty acids (VLCFA) elongation reactions that are required for cuticular wax, storage lipid and sphingolipid metabolism. The protein is located in the ER, but in contrast to its yeast homolog TSC13 is not particularly enriched in the nuclear envelope-vacuole junction. Mutants in this gene show abnormal organ morphology and stem glossiness. Cells in all tissues are only about 1/3 of the size of wild type cells. The morphological changes are most likely to result from the reduction in the VLCFA content of sphingolipids. Mutants also show abnormalities in the endocytic membrane organization and transport.",EC:1.3.1
AT3G55360,GLH6,"Enoyl-CoA reductase is involved in all very long chain fatty acids (VLCFA) elongation reactions that are required for cuticular wax, storage lipid and sphingolipid metabolism. The protein is located in the ER, but in contrast to its yeast homolog TSC13 is not particularly enriched in the nuclear envelope-vacuole junction. Mutants in this gene show abnormal organ morphology and stem glossiness. Cells in all tissues are only about 1/3 of the size of wild type cells. The morphological changes are most likely to result from the reduction in the VLCFA content of sphingolipids. Mutants also show abnormalities in the endocytic membrane organization and transport.",EC:1.3.1
AT3G55360,TSC13,"Enoyl-CoA reductase is involved in all very long chain fatty acids (VLCFA) elongation reactions that are required for cuticular wax, storage lipid and sphingolipid metabolism. The protein is located in the ER, but in contrast to its yeast homolog TSC13 is not particularly enriched in the nuclear envelope-vacuole junction. Mutants in this gene show abnormal organ morphology and stem glossiness. Cells in all tissues are only about 1/3 of the size of wild type cells. The morphological changes are most likely to result from the reduction in the VLCFA content of sphingolipids. Mutants also show abnormalities in the endocytic membrane organization and transport.",EC:1.3.1
AT3G55380,UBC14,NA,EC:6.3.2.19
AT3G55400,OVA1,NA,EC:6.1.1.10
AT3G55410,E1-OGDH1,NA,EC:1.2.4.2
AT3G55440,ATCTIMC,Encodes triosephosphate isomerase.,EC:5.3.1.1
AT3G55440,CYTOTPI,Encodes triosephosphate isomerase.,EC:5.3.1.1
AT3G55440,TPI,Encodes triosephosphate isomerase.,EC:5.3.1.1
AT3G55590,NA,NA,EC:2.7.7.22
AT3G55610,P5CS2,"encodes delta 1-pyrroline-5-carboxylate synthetase B. Gene expression is induced by dehydration, high salt and ABA. Knock-out mutations in P5CS2 are embryo-lethal. P5CS2 appears to be present in different cells and/or different subcellular locations from P5CS1 in a tissue-dependent manner.",EC:1.2.1.41
AT3G55610,P5CS2,"encodes delta 1-pyrroline-5-carboxylate synthetase B. Gene expression is induced by dehydration, high salt and ABA. Knock-out mutations in P5CS2 are embryo-lethal. P5CS2 appears to be present in different cells and/or different subcellular locations from P5CS1 in a tissue-dependent manner.",EC:2.7.2.11
AT3G55630,ATDFD,NA,EC:6.3.2.17
AT3G55630,DFD,NA,EC:6.3.2.17
AT3G55630,FPGS3,NA,EC:6.3.2.17
AT3G55650,NA,NA,EC:2.7.1.40
AT3G55800,SBPASE,"Encodes the chloroplast enzyme sedoheptulose-1,7-bisphosphatase (SBPase), involved in the carbon reduction of the Calvin cycle. Increase in SBPase activity in transgenic lines accumulate up to 50% more sucrose and starch than wild-type.",EC:3.1.3.37
AT3G55810,NA,NA,EC:2.7.1.40
AT3G55870,ASA3,NA,EC:4.1.3.27
AT3G55940,PLC7,NA,EC:3.1.4.11
AT3G56090,ATFER3,"Encodes FERRITIN 3, AtFER3.  Ferritins are a class of 24-mer multi-meric proteins found in all kingdoms of life.  Function as the main iron store in mammals.  Evidence suggests that Arabidopsis ferritins are essential to protect cells against oxidative damage, but they do not constitute the major iron pool.",EC:1.16.3.1
AT3G56090,FER3,"Encodes FERRITIN 3, AtFER3.  Ferritins are a class of 24-mer multi-meric proteins found in all kingdoms of life.  Function as the main iron store in mammals.  Evidence suggests that Arabidopsis ferritins are essential to protect cells against oxidative damage, but they do not constitute the major iron pool.",EC:1.16.3.1
AT3G56300,NA,NA,EC:6.1.1.16
AT3G56310,AGAL3,NA,EC:3.2.1.22
AT3G56350,MSD2,NA,EC:1.15.1.1
AT3G56630,CYP94D2,member of CYP94D,EC:1.14
AT3G56940,ACSF,"Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site.",EC:1.14.13.81
AT3G56940,CHL27,"Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site.",EC:1.14.13.81
AT3G56940,CRD1,"Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site.",EC:1.14.13.81
AT3G56960,PIP5K4,Encodes a protein with phosphatidylinositol-4-phosphate 5-kinase activity that plays a role in pollen tip growth. The enzyme localizes to the apical plasma membrane and adjacent cytosolic region of pollen tubes. Overexpression of this gene leads to increased deposition of pectin in the cell wall at the tip of the pollen tube and causes altered pollen tube morphology.,EC:2.7.1.68
AT3G57050,CBL,Encodes second enzyme in the methionine biosynthetic pathway,EC:4.4.1.8
AT3G57150,AtCBF5,Encodes a putative pseudouridine synthase (NAP57).,EC:5.4.99
AT3G57150,AtNAP57,Encodes a putative pseudouridine synthase (NAP57).,EC:5.4.99
AT3G57150,CBF5,Encodes a putative pseudouridine synthase (NAP57).,EC:5.4.99
AT3G57150,NAP57,Encodes a putative pseudouridine synthase (NAP57).,EC:5.4.99
AT3G57150,TRUB1,Encodes a putative pseudouridine synthase (NAP57).,EC:5.4.99
AT3G57220,NA,NA,EC:2.7.8.15
AT3G57510,ADPG1,"Encodes ADPG1, a polygalacturonase protein involved in silique and anther dihiscence. Loss of function mutations have reduced seed set, indehiscent fruit and reduced pollen shedding.",EC:3.2.1.15
AT3G57550,AGK2,guanylate kinase,EC:2.7.4.8
AT3G57550,GK-2,guanylate kinase,EC:2.7.4.8
AT3G57560,NAGK,"encodes a N-acetylglutamate kinase, involved in arginine biosynthesis",EC:2.7.2
AT3G57560,NAGK,"encodes a N-acetylglutamate kinase, involved in arginine biosynthesis",EC:2.7.2.8
AT3G57610,ADSS,"encoding adenylosuccinate synthetase (AdSS), the enzyme involved in the first step of the formation of the purine nucleotide AMP (conversion of IMP to adenylo-succinate)",EC:6.3.4.4
AT3G57650,LPAT2,Encodes an endoplasmic reticulum localized protein with lysophosphatidyl acyltransferase activity.,EC:2.3.1
AT3G57650,LPAT2,Encodes an endoplasmic reticulum localized protein with lysophosphatidyl acyltransferase activity.,EC:2.3.1.51
AT3G57660,NRPA1,Encodes a subunit of RNA polymerase I (aka RNA polymerase A).,EC:2.7.7.6
AT3G57870,AHUS5,Encodes a SUMO liagse that directs the attachment of the small protein SUMO to target proteins via an isopeptide bond. This enzyme is localized to the nucleus and plants with reduced levels of this protein show higher sensitivity to ABA in root growth inhibition assays. It has high similarity to the yeast UBC9 SUMO ligase and is sometimes referred to by that name.,EC:6.3.2.19
AT3G57870,ATSCE1,Encodes a SUMO liagse that directs the attachment of the small protein SUMO to target proteins via an isopeptide bond. This enzyme is localized to the nucleus and plants with reduced levels of this protein show higher sensitivity to ABA in root growth inhibition assays. It has high similarity to the yeast UBC9 SUMO ligase and is sometimes referred to by that name.,EC:6.3.2.19
AT3G57870,EMB1637,Encodes a SUMO liagse that directs the attachment of the small protein SUMO to target proteins via an isopeptide bond. This enzyme is localized to the nucleus and plants with reduced levels of this protein show higher sensitivity to ABA in root growth inhibition assays. It has high similarity to the yeast UBC9 SUMO ligase and is sometimes referred to by that name.,EC:6.3.2.19
AT3G57870,SCE1,Encodes a SUMO liagse that directs the attachment of the small protein SUMO to target proteins via an isopeptide bond. This enzyme is localized to the nucleus and plants with reduced levels of this protein show higher sensitivity to ABA in root growth inhibition assays. It has high similarity to the yeast UBC9 SUMO ligase and is sometimes referred to by that name.,EC:6.3.2.19
